Company,Name,Email,Phone,Address,City,State,Postal Code,Country,Customer Group ID,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
CUS00592,CUS00592,,,,,,,,3,,,,,,,
CUS00593,CUS00593,,,,,,,,3,,,,,,,
CUS00594,CUS00594,,,,,,,,3,,,,,,,
CUS00595,CUS00595,,,,,,,,3,,,,,,,
CUS00596,CUS00596,,,,,,,,3,,,,,,,
CUS00597,CUS00597,,,,,,,,3,,,,,,,
CUS00598,CUS00598,,,,,,,,3,,,,,,,
CUS00599,CUS00599,,,,,,,,3,,,,,,,
CUS00600,CUS00600,,,,,,,,3,,,,,,,
CUS00601,CUS00601,,,,,,,,3,,,,,,,
CUS00602,CUS00602,,,,,,,,3,,,,,,,
CUS00603,CUS00603,,,,,,,,3,,,,,,,
CUS00604,CUS00604,,,,,,,,3,,,,,,,
CUS00605,CUS00605,,,,,,,,3,,,,,,,
CUS00606,CUS00606,,,,,,,,3,,,,,,,
CUS00607,CUS00607,,,,,,,,3,,,,,,,
CUS00608,CUS00608,,,,,,,,3,,,,,,,
CUS00609,CUS00609,,,,,,,,3,,,,,,,
CUS00610,CUS00610,,,,,,,,3,,,,,,,
CUS00611,CUS00611,,,,,,,,3,,,,,,,
CUS00612,CUS00612,,,,,,,,3,,,,,,,
CUS00613,CUS00613,,,,,,,,3,,,,,,,
CUS00614,CUS00614,,,,,,,,3,,,,,,,
CUS00615,CUS00615,,,,,,,,3,,,,,,,
CUS00616,CUS00616,,,,,,,,3,,,,,,,
CUS00617,CUS00617,,,,,,,,3,,,,,,,
CUS00618,CUS00618,,,,,,,,3,,,,,,,
CUS00619,CUS00619,,,,,,,,3,,,,,,,
CUS00620,CUS00620,,,,,,,,3,,,,,,,
CUS00621,CUS00621,,,,,,,,3,,,,,,,
CUS00622,CUS00622,,,,,,,,3,,,,,,,
CUS00623,CUS00623,,,,,,,,3,,,,,,,
CUS00624,CUS00624,,,,,,,,3,,,,,,,
CUS00625,CUS00625,,,,,,,,3,,,,,,,
CUS00626,CUS00626,,,,,,,,3,,,,,,,
CUS00627,CUS00627,,,,,,,,3,,,,,,,
CUS00628,CUS00628,,,,,,,,3,,,,,,,
CUS00629,CUS00629,,,,,,,,3,,,,,,,
CUS00630,CUS00630,,,,,,,,3,,,,,,,
CUS00631,CUS00631,,,,,,,,3,,,,,,,
CUS00632,CUS00632,,,,,,,,3,,,,,,,
CUS00633,CUS00633,,,,,,,,3,,,,,,,
CUS00634,CUS00634,,,,,,,,3,,,,,,,
CUS00635,CUS00635,,,,,,,,3,,,,,,,
CUS00636,CUS00636,,,,,,,,3,,,,,,,
CUS00637,CUS00637,,,,,,,,3,,,,,,,
CUS00638,CUS00638,,,,,,,,3,,,,,,,
CUS00639,CUS00639,,,,,,,,3,,,,,,,
CUS00640,CUS00640,,,,,,,,3,,,,,,,
CUS00641,CUS00641,,,,,,,,3,,,,,,,
CUS00642,CUS00642,,,,,,,,3,,,,,,,
CUS00643,CUS00643,,,,,,,,3,,,,,,,
CUS00644,CUS00644,,,,,,,,3,,,,,,,
CUS00645,CUS00645,,,,,,,,3,,,,,,,
CUS00646,CUS00646,,,,,,,,3,,,,,,,
CUS00647,CUS00647,,,,,,,,3,,,,,,,
CUS00648,CUS00648,,,,,,,,3,,,,,,,
CUS00649,CUS00649,,,,,,,,3,,,,,,,
CUS00650,CUS00650,,,,,,,,3,,,,,,,
CUS00651,CUS00651,,,,,,,,3,,,,,,,
CUS00652,CUS00652,,,,,,,,3,,,,,,,
CUS00653,CUS00653,,,,,,,,3,,,,,,,
CUS00654,CUS00654,,,,,,,,3,,,,,,,
CUS00655,CUS00655,,,,,,,,3,,,,,,,
CUS00656,CUS00656,,,,,,,,3,,,,,,,
CUS00657,CUS00657,,,,,,,,3,,,,,,,
CUS00658,CUS00658,,,,,,,,3,,,,,,,
CUS00659,CUS00659,,,,,,,,3,,,,,,,
CUS00660,CUS00660,,,,,,,,3,,,,,,,
CUS00661,CUS00661,,,,,,,,3,,,,,,,
CUS00662,CUS00662,,,,,,,,3,,,,,,,
CUS00663,CUS00663,,,,,,,,3,,,,,,,
CUS00664,CUS00664,,,,,,,,3,,,,,,,
CUS00665,CUS00665,,,,,,,,3,,,,,,,
CUS00666,CUS00666,,,,,,,,3,,,,,,,
CUS00667,CUS00667,,,,,,,,3,,,,,,,
CUS00668,CUS00668,,,,,,,,3,,,,,,,
CUS00669,CUS00669,,,,,,,,3,,,,,,,
CUS00670,CUS00670,,,,,,,,3,,,,,,,
CUS00671,CUS00671,,,,,,,,3,,,,,,,
CUS00672,CUS00672,,,,,,,,3,,,,,,,
CUS00673,CUS00673,,,,,,,,3,,,,,,,
CUS00674,CUS00674,,,,,,,,3,,,,,,,
CUS00675,CUS00675,,,,,,,,3,,,,,,,
CUS00676,CUS00676,,,,,,,,3,,,,,,,
CUS00677,CUS00677,,,,,,,,3,,,,,,,
CUS00678,CUS00678,,,,,,,,3,,,,,,,
CUS00679,CUS00679,,,,,,,,3,,,,,,,
CUS00680,CUS00680,,,,,,,,3,,,,,,,
CUS00681,CUS00681,,,,,,,,3,,,,,,,
CUS00682,CUS00682,,,,,,,,3,,,,,,,
CUS00683,CUS00683,,,,,,,,3,,,,,,,
CUS00684,CUS00684,,,,,,,,3,,,,,,,
CUS00685,CUS00685,,,,,,,,3,,,,,,,
CUS00686,CUS00686,,,,,,,,3,,,,,,,
CUS00687,CUS00687,,,,,,,,3,,,,,,,
CUS00688,CUS00688,,,,,,,,3,,,,,,,
CUS00689,CUS00689,,,,,,,,3,,,,,,,
CUS00690,CUS00690,,,,,,,,3,,,,,,,
CUS00691,CUS00691,,,,,,,,3,,,,,,,
CUS00692,CUS00692,,,,,,,,3,,,,,,,
CUS00693,CUS00693,,,,,,,,3,,,,,,,
CUS00694,CUS00694,,,,,,,,3,,,,,,,
CUS00695,CUS00695,,,,,,,,3,,,,,,,
CUS00696,CUS00696,,,,,,,,3,,,,,,,
CUS00697,CUS00697,,,,,,,,3,,,,,,,
CUS00698,CUS00698,,,,,,,,3,,,,,,,
CUS00699,CUS00699,,,,,,,,3,,,,,,,
CUS00700,CUS00700,,,,,,,,3,,,,,,,
CUS00701,CUS00701,,,,,,,,3,,,,,,,
CUS00702,CUS00702,,,,,,,,3,,,,,,,
CUS00703,CUS00703,,,,,,,,3,,,,,,,
CUS00704,CUS00704,,,,,,,,3,,,,,,,
CUS00705,CUS00705,,,,,,,,3,,,,,,,
CUS00706,CUS00706,,,,,,,,3,,,,,,,
CUS00707,CUS00707,,,,,,,,3,,,,,,,
CUS00708,CUS00708,,,,,,,,3,,,,,,,
CUS00709,CUS00709,,,,,,,,3,,,,,,,
CUS00710,CUS00710,,,,,,,,3,,,,,,,
CUS00711,CUS00711,,,,,,,,3,,,,,,,
CUS00712,CUS00712,,,,,,,,3,,,,,,,
CUS00713,CUS00713,,,,,,,,3,,,,,,,
CUS00714,CUS00714,,,,,,,,3,,,,,,,
CUS00715,CUS00715,,,,,,,,3,,,,,,,
CUS00716,CUS00716,,,,,,,,3,,,,,,,
CUS00717,CUS00717,,,,,,,,3,,,,,,,
CUS00718,CUS00718,,,,,,,,3,,,,,,,
CUS00719,CUS00719,,,,,,,,3,,,,,,,
CUS00720,CUS00720,,,,,,,,3,,,,,,,
CUS00721,CUS00721,,,,,,,,3,,,,,,,
CUS00722,CUS00722,,,,,,,,3,,,,,,,
CUS00723,CUS00723,,,,,,,,3,,,,,,,
CUS00724,CUS00724,,,,,,,,3,,,,,,,
CUS00725,CUS00725,,,,,,,,3,,,,,,,
CUS00726,CUS00726,,,,,,,,3,,,,,,,
CUS00727,CUS00727,,,,,,,,3,,,,,,,
CUS00728,CUS00728,,,,,,,,3,,,,,,,
CUS00729,CUS00729,,,,,,,,3,,,,,,,
CUS00730,CUS00730,,,,,,,,3,,,,,,,
CUS00731,CUS00731,,,,,,,,3,,,,,,,
CUS00732,CUS00732,,,,,,,,3,,,,,,,
CUS00733,CUS00733,,,,,,,,3,,,,,,,
CUS00734,CUS00734,,,,,,,,3,,,,,,,
CUS00735,CUS00735,,,,,,,,3,,,,,,,
CUS00736,CUS00736,,,,,,,,3,,,,,,,
CUS00737,CUS00737,,,,,,,,3,,,,,,,
CUS00738,CUS00738,,,,,,,,3,,,,,,,
CUS00739,CUS00739,,,,,,,,3,,,,,,,
CUS00740,CUS00740,,,,,,,,3,,,,,,,
CUS00741,CUS00741,,,,,,,,3,,,,,,,
CUS00742,CUS00742,,,,,,,,3,,,,,,,
CUS00743,CUS00743,,,,,,,,3,,,,,,,
CUS00744,CUS00744,,,,,,,,3,,,,,,,
CUS00745,CUS00745,,,,,,,,3,,,,,,,
CUS00746,CUS00746,,,,,,,,3,,,,,,,
CUS00747,CUS00747,,,,,,,,3,,,,,,,
CUS00748,CUS00748,,,,,,,,3,,,,,,,
CUS00749,CUS00749,,,,,,,,3,,,,,,,
CUS00750,CUS00750,,,,,,,,3,,,,,,,
CUS00751,CUS00751,,,,,,,,3,,,,,,,
CUS00752,CUS00752,,,,,,,,3,,,,,,,
CUS00753,CUS00753,,,,,,,,3,,,,,,,
CUS00754,CUS00754,,,,,,,,3,,,,,,,
CUS00755,CUS00755,,,,,,,,3,,,,,,,
CUS00756,CUS00756,,,,,,,,3,,,,,,,
CUS00757,CUS00757,,,,,,,,3,,,,,,,
CUS00758,CUS00758,,,,,,,,3,,,,,,,
CUS00759,CUS00759,,,,,,,,3,,,,,,,
CUS00760,CUS00760,,,,,,,,3,,,,,,,
CUS00761,CUS00761,,,,,,,,3,,,,,,,
CUS00762,CUS00762,,,,,,,,3,,,,,,,
CUS00763,CUS00763,,,,,,,,3,,,,,,,
CUS00764,CUS00764,,,,,,,,3,,,,,,,
CUS00765,CUS00765,,,,,,,,3,,,,,,,
CUS00766,CUS00766,,,,,,,,3,,,,,,,
CUS00767,CUS00767,,,,,,,,3,,,,,,,
CUS00768,CUS00768,,,,,,,,3,,,,,,,
CUS00769,CUS00769,,,,,,,,3,,,,,,,
CUS00770,CUS00770,,,,,,,,3,,,,,,,
CUS00771,CUS00771,,,,,,,,3,,,,,,,
CUS00772,CUS00772,,,,,,,,3,,,,,,,
CUS00773,CUS00773,,,,,,,,3,,,,,,,
CUS00774,CUS00774,,,,,,,,3,,,,,,,
CUS00775,CUS00775,,,,,,,,3,,,,,,,
CUS00776,CUS00776,,,,,,,,3,,,,,,,
CUS00777,CUS00777,,,,,,,,3,,,,,,,
CUS00778,CUS00778,,,,,,,,3,,,,,,,
CUS00779,CUS00779,,,,,,,,3,,,,,,,
CUS00780,CUS00780,,,,,,,,3,,,,,,,
CUS00781,CUS00781,,,,,,,,3,,,,,,,
CUS00782,CUS00782,,,,,,,,3,,,,,,,
CUS00783,CUS00783,,,,,,,,3,,,,,,,
CUS00784,CUS00784,,,,,,,,3,,,,,,,
CUS00785,CUS00785,,,,,,,,3,,,,,,,
CUS00786,CUS00786,,,,,,,,3,,,,,,,
CUS00787,CUS00787,,,,,,,,3,,,,,,,
CUS00788,CUS00788,,,,,,,,3,,,,,,,
CUS00789,CUS00789,,,,,,,,3,,,,,,,
CUS00790,CUS00790,,,,,,,,3,,,,,,,
CUS00791,CUS00791,,,,,,,,3,,,,,,,
CUS00792,CUS00792,,,,,,,,3,,,,,,,
CUS00793,CUS00793,,,,,,,,3,,,,,,,
CUS00794,CUS00794,,,,,,,,3,,,,,,,
CUS00795,CUS00795,,,,,,,,3,,,,,,,
CUS00796,CUS00796,,,,,,,,3,,,,,,,
CUS00797,CUS00797,,,,,,,,3,,,,,,,
CUS00798,CUS00798,,,,,,,,3,,,,,,,
CUS00799,CUS00799,,,,,,,,3,,,,,,,
CUS00800,CUS00800,,,,,,,,3,,,,,,,
CUS00801,CUS00801,,,,,,,,3,,,,,,,
CUS00802,CUS00802,,,,,,,,3,,,,,,,
CUS00803,CUS00803,,,,,,,,3,,,,,,,
CUS00804,CUS00804,,,,,,,,3,,,,,,,
CUS00805,CUS00805,,,,,,,,3,,,,,,,
CUS00806,CUS00806,,,,,,,,3,,,,,,,
CUS00807,CUS00807,,,,,,,,3,,,,,,,
CUS00808,CUS00808,,,,,,,,3,,,,,,,
CUS00809,CUS00809,,,,,,,,3,,,,,,,
CUS00810,CUS00810,,,,,,,,3,,,,,,,
CUS00811,CUS00811,,,,,,,,3,,,,,,,
CUS00812,CUS00812,,,,,,,,3,,,,,,,
CUS00813,CUS00813,,,,,,,,3,,,,,,,
CUS00814,CUS00814,,,,,,,,3,,,,,,,
CUS00815,CUS00815,,,,,,,,3,,,,,,,
CUS00816,CUS00816,,,,,,,,3,,,,,,,
CUS00817,CUS00817,,,,,,,,3,,,,,,,
CUS00818,CUS00818,,,,,,,,3,,,,,,,
CUS00819,CUS00819,,,,,,,,3,,,,,,,
CUS00820,CUS00820,,,,,,,,3,,,,,,,
CUS00821,CUS00821,,,,,,,,3,,,,,,,
CUS00822,CUS00822,,,,,,,,3,,,,,,,
CUS00823,CUS00823,,,,,,,,3,,,,,,,
CUS00824,CUS00824,,,,,,,,3,,,,,,,
CUS00825,CUS00825,,,,,,,,3,,,,,,,
CUS00826,CUS00826,,,,,,,,3,,,,,,,
CUS00827,CUS00827,,,,,,,,3,,,,,,,
CUS00828,CUS00828,,,,,,,,3,,,,,,,
CUS00829,CUS00829,,,,,,,,3,,,,,,,
CUS00830,CUS00830,,,,,,,,3,,,,,,,
CUS00831,CUS00831,,,,,,,,3,,,,,,,
CUS00832,CUS00832,,,,,,,,3,,,,,,,
CUS00833,CUS00833,,,,,,,,3,,,,,,,
CUS00834,CUS00834,,,,,,,,3,,,,,,,
CUS00835,CUS00835,,,,,,,,3,,,,,,,
CUS00836,CUS00836,,,,,,,,3,,,,,,,
CUS00837,CUS00837,,,,,,,,3,,,,,,,
CUS00838,CUS00838,,,,,,,,3,,,,,,,
CUS00839,CUS00839,,,,,,,,3,,,,,,,
CUS00840,CUS00840,,,,,,,,3,,,,,,,
CUS00841,CUS00841,,,,,,,,3,,,,,,,
CUS00842,CUS00842,,,,,,,,3,,,,,,,
CUS00843,CUS00843,,,,,,,,3,,,,,,,
CUS00844,CUS00844,,,,,,,,3,,,,,,,
CUS00845,CUS00845,,,,,,,,3,,,,,,,
CUS00846,CUS00846,,,,,,,,3,,,,,,,
CUS00847,CUS00847,,,,,,,,3,,,,,,,
CUS00848,CUS00848,,,,,,,,3,,,,,,,
CUS00849,CUS00849,,,,,,,,3,,,,,,,
CUS00850,CUS00850,,,,,,,,3,,,,,,,
CUS00851,CUS00851,,,,,,,,3,,,,,,,
CUS00852,CUS00852,,,,,,,,3,,,,,,,
CUS00853,CUS00853,,,,,,,,3,,,,,,,
CUS00854,CUS00854,,,,,,,,3,,,,,,,
CUS00855,CUS00855,,,,,,,,3,,,,,,,
CUS00856,CUS00856,,,,,,,,3,,,,,,,
CUS00857,CUS00857,,,,,,,,3,,,,,,,
CUS00858,CUS00858,,,,,,,,3,,,,,,,
CUS00859,CUS00859,,,,,,,,3,,,,,,,
CUS00860,CUS00860,,,,,,,,3,,,,,,,
CUS00861,CUS00861,,,,,,,,3,,,,,,,
CUS00862,CUS00862,,,,,,,,3,,,,,,,
CUS00863,CUS00863,,,,,,,,3,,,,,,,
CUS00864,CUS00864,,,,,,,,3,,,,,,,
CUS00865,CUS00865,,,,,,,,3,,,,,,,
CUS00866,CUS00866,,,,,,,,3,,,,,,,
CUS00867,CUS00867,,,,,,,,3,,,,,,,
CUS00868,CUS00868,,,,,,,,3,,,,,,,
CUS00869,CUS00869,,,,,,,,3,,,,,,,
CUS00870,CUS00870,,,,,,,,3,,,,,,,
CUS00871,CUS00871,,,,,,,,3,,,,,,,
CUS00872,CUS00872,,,,,,,,3,,,,,,,
CUS00873,CUS00873,,,,,,,,3,,,,,,,
CUS00874,CUS00874,,,,,,,,3,,,,,,,
CUS00875,CUS00875,,,,,,,,3,,,,,,,
CUS00876,CUS00876,,,,,,,,3,,,,,,,
CUS00877,CUS00877,,,,,,,,3,,,,,,,
CUS00878,CUS00878,,,,,,,,3,,,,,,,
CUS00879,CUS00879,,,,,,,,3,,,,,,,
CUS00880,CUS00880,,,,,,,,3,,,,,,,
CUS00881,CUS00881,,,,,,,,3,,,,,,,
CUS00882,CUS00882,,,,,,,,3,,,,,,,
CUS00883,CUS00883,,,,,,,,3,,,,,,,
CUS00884,CUS00884,,,,,,,,3,,,,,,,
CUS00885,CUS00885,,,,,,,,3,,,,,,,
CUS00886,CUS00886,,,,,,,,3,,,,,,,
CUS00887,CUS00887,,,,,,,,3,,,,,,,
CUS00888,CUS00888,,,,,,,,3,,,,,,,
CUS00889,CUS00889,,,,,,,,3,,,,,,,
CUS00890,CUS00890,,,,,,,,3,,,,,,,
CUS00891,CUS00891,,,,,,,,3,,,,,,,
CUS00892,CUS00892,,,,,,,,3,,,,,,,
CUS00893,CUS00893,,,,,,,,3,,,,,,,
CUS00894,CUS00894,,,,,,,,3,,,,,,,
CUS00895,CUS00895,,,,,,,,3,,,,,,,
CUS00896,CUS00896,,,,,,,,3,,,,,,,
CUS00897,CUS00897,,,,,,,,3,,,,,,,
CUS00898,CUS00898,,,,,,,,3,,,,,,,
CUS00899,CUS00899,,,,,,,,3,,,,,,,
CUS00900,CUS00900,,,,,,,,3,,,,,,,
CUS00901,CUS00901,,,,,,,,3,,,,,,,
CUS00902,CUS00902,,,,,,,,3,,,,,,,
CUS00903,CUS00903,,,,,,,,3,,,,,,,
CUS00904,CUS00904,,,,,,,,3,,,,,,,
CUS00905,CUS00905,,,,,,,,3,,,,,,,
CUS00906,CUS00906,,,,,,,,3,,,,,,,
CUS00907,CUS00907,,,,,,,,3,,,,,,,
CUS00908,CUS00908,,,,,,,,3,,,,,,,
CUS00909,CUS00909,,,,,,,,3,,,,,,,
CUS00910,CUS00910,,,,,,,,3,,,,,,,
CUS00911,CUS00911,,,,,,,,3,,,,,,,
CUS00912,CUS00912,,,,,,,,3,,,,,,,
CUS00913,CUS00913,,,,,,,,3,,,,,,,
CUS00914,CUS00914,,,,,,,,3,,,,,,,
CUS00915,CUS00915,,,,,,,,3,,,,,,,
CUS00916,CUS00916,,,,,,,,3,,,,,,,
CUS00917,CUS00917,,,,,,,,3,,,,,,,
CUS00918,CUS00918,,,,,,,,3,,,,,,,
CUS00919,CUS00919,,,,,,,,3,,,,,,,
CUS00920,CUS00920,,,,,,,,3,,,,,,,
CUS00921,CUS00921,,,,,,,,3,,,,,,,
CUS00922,CUS00922,,,,,,,,3,,,,,,,
CUS00923,CUS00923,,,,,,,,3,,,,,,,
CUS00924,CUS00924,,,,,,,,3,,,,,,,
CUS00925,CUS00925,,,,,,,,3,,,,,,,
CUS00926,CUS00926,,,,,,,,3,,,,,,,
CUS00927,CUS00927,,,,,,,,3,,,,,,,
CUS00928,CUS00928,,,,,,,,3,,,,,,,
CUS00929,CUS00929,,,,,,,,3,,,,,,,
CUS00930,CUS00930,,,,,,,,3,,,,,,,
CUS00931,CUS00931,,,,,,,,3,,,,,,,
CUS00932,CUS00932,,,,,,,,3,,,,,,,
CUS00933,CUS00933,,,,,,,,3,,,,,,,
CUS00934,CUS00934,,,,,,,,3,,,,,,,
CUS00935,CUS00935,,,,,,,,3,,,,,,,
CUS00936,CUS00936,,,,,,,,3,,,,,,,
CUS00937,CUS00937,,,,,,,,3,,,,,,,
CUS00938,CUS00938,,,,,,,,3,,,,,,,
CUS00939,CUS00939,,,,,,,,3,,,,,,,
CUS00940,CUS00940,,,,,,,,3,,,,,,,
CUS00941,CUS00941,,,,,,,,3,,,,,,,
CUS00942,CUS00942,,,,,,,,3,,,,,,,
CUS00943,CUS00943,,,,,,,,3,,,,,,,
CUS00944,CUS00944,,,,,,,,3,,,,,,,
CUS00945,CUS00945,,,,,,,,3,,,,,,,
CUS00946,CUS00946,,,,,,,,3,,,,,,,
CUS00947,CUS00947,,,,,,,,3,,,,,,,
CUS00948,CUS00948,,,,,,,,3,,,,,,,
CUS00949,CUS00949,,,,,,,,3,,,,,,,
CUS00950,CUS00950,,,,,,,,3,,,,,,,
CUS00951,CUS00951,,,,,,,,3,,,,,,,
CUS00952,CUS00952,,,,,,,,3,,,,,,,
CUS00953,CUS00953,,,,,,,,3,,,,,,,
CUS00954,CUS00954,,,,,,,,3,,,,,,,
CUS00955,CUS00955,,,,,,,,3,,,,,,,
CUS00956,CUS00956,,,,,,,,3,,,,,,,
CUS00957,CUS00957,,,,,,,,3,,,,,,,
CUS00958,CUS00958,,,,,,,,3,,,,,,,
CUS00959,CUS00959,,,,,,,,3,,,,,,,
CUS00960,CUS00960,,,,,,,,3,,,,,,,
CUS00961,CUS00961,,,,,,,,3,,,,,,,
CUS00962,CUS00962,,,,,,,,3,,,,,,,
CUS00963,CUS00963,,,,,,,,3,,,,,,,
CUS00964,CUS00964,,,,,,,,3,,,,,,,
CUS00965,CUS00965,,,,,,,,3,,,,,,,
CUS00966,CUS00966,,,,,,,,3,,,,,,,
CUS00967,CUS00967,,,,,,,,3,,,,,,,
CUS00968,CUS00968,,,,,,,,3,,,,,,,
CUS00969,CUS00969,,,,,,,,3,,,,,,,
CUS00970,CUS00970,,,,,,,,3,,,,,,,
CUS00971,CUS00971,,,,,,,,3,,,,,,,
CUS00972,CUS00972,,,,,,,,3,,,,,,,
CUS00973,CUS00973,,,,,,,,3,,,,,,,
CUS00974,CUS00974,,,,,,,,3,,,,,,,
CUS00975,CUS00975,,,,,,,,3,,,,,,,
CUS00976,CUS00976,,,,,,,,3,,,,,,,
CUS00977,CUS00977,,,,,,,,3,,,,,,,
CUS00978,CUS00978,,,,,,,,3,,,,,,,
CUS00979,CUS00979,,,,,,,,3,,,,,,,
CUS00980,CUS00980,,,,,,,,3,,,,,,,
CUS00981,CUS00981,,,,,,,,3,,,,,,,
CUS00982,CUS00982,,,,,,,,3,,,,,,,
CUS00983,CUS00983,,,,,,,,3,,,,,,,
CUS00984,CUS00984,,,,,,,,3,,,,,,,
CUS00985,CUS00985,,,,,,,,3,,,,,,,
CUS00986,CUS00986,,,,,,,,3,,,,,,,
CUS00987,CUS00987,,,,,,,,3,,,,,,,
CUS00988,CUS00988,,,,,,,,3,,,,,,,
CUS00989,CUS00989,,,,,,,,3,,,,,,,
CUS00990,CUS00990,,,,,,,,3,,,,,,,
CUS00991,CUS00991,,,,,,,,3,,,,,,,
CUS00992,CUS00992,,,,,,,,3,,,,,,,
CUS00993,CUS00993,,,,,,,,3,,,,,,,
CUS00994,CUS00994,,,,,,,,3,,,,,,,
