Code,Quantity,option_id,warehouse_id,opening_stock,cost
LCSS01,1,,2,,5.50
LJ001018,7,,2,,6.50
LJ001067,7,,2,,6.50
LJ001082,1,,2,,7.00
LJ001142,5,,2,,6.50
LJ001823,4,,2,,6.50
LJ00197,11,,2,,6.00
LJ00212,2,,2,,6.50
LJ002223,4,,2,,6.00
LJ002269,9,,2,,6.50
LJ002521,1,,2,,6.50
LJ002669,1,,2,,6.50
LJ00269,5,,2,,6.50
LJ005185,3,,2,,6.00
LJ00590,2,,2,,6.50
LJ006023,4,,2,,6.50
LJ00801,6,,2,,6.50
LJ008021,1,,2,,7.50
LJ008068,4,,2,,6.50
LJ00807,10,,2,,6.50
LJ008410,3,,2,,6.50
LJ00853,7,,2,,6.50
LJ009273,1,,2,,6.50
LJ00C202,1,,2,,6.50
LJ0B2663,1,,2,,6.50
LJ0B6853,1,,2,,6.50
LJ0B6863,3,,2,,6.50
LJ0B810,2,,2,,6.50
LJ0BH010,1,,2,,6.50
LJ0H005,1,,2,,6.00
LJ0H009,3,,2,,6.00
LJBB025,1,,2,,6.50
LP000202,1,,2,,3.00
LP000211,1,,2,,6.00
LS000204,1,,2,,2.00
SH005133,3,,2,,5.00
SH008006,3,,2,,5.00
SH0B999,1,,2,,3.00
SHB0013,1,,2,,4.00
SJ001094,7,,2,,5.00
SJ001253,10,,2,,5.00
SJ002097,2,,2,,5.00
SJ00573,1,,2,,5.50
SJ00675,2,,2,,5.00
SJ008001,1,,2,,4.00
SJ00838,3,,2,,5.00
SJ00873,1,,2,,5.00
SJ00956,5,,2,,5.50
SJ0B556,1,,2,,5.00
SJ0L9084,1,,2,,5.50
SK000179,1,,2,,3.00
SK00108,2,,2,,6.00
SK00109,6,,2,,5.50
SK001166,2,,2,,6.00
SK001655,4,,2,,3.00
SK002016,5,,2,,4.00
SK00263,5,,2,,5.50
SK00285,1,,2,,6.00
SK003017,4,,2,,5.50
SK003051,3,,2,,4.00
SK00318,1,,2,,4.00
SK005066,2,,2,,9.50
SK005068,3,,2,,8.50
SK005341,1,,2,,7.00
SK005397,6,,2,,7.50
SK005951,2,,2,,8.00
SK006013,2,,2,,7.50
SK006808,1,,2,,5.00
SK006965,2,,2,,4.00
SK007205,4,,2,,4.00
SK007826,1,,2,,4.50
SK008803,1,,2,,5.50
SK008933,1,,2,,3.50
SK0090762,1,,2,,5.50
SK00911,7,,2,,6.00
SK009330,2,,2,,8.50
SK009419,1,,2,,9.00
SK009472,1,,2,,7.00
SK00A2016,2,,2,,4.00
SK09086,4,,2,,6.00
SK0B1519,1,,2,,6.00
SK0B3609,3,,2,,5.00
SK0B3963,2,,2,,5.00
SK0B7872,1,,2,,4.50
SK0B8225,2,,2,,5.50
SK0BE281,4,,2,,7.00
SK0C5559,3,,2,,7.00
SK0G3543,3,,2,,5.50
SK0G8933,1,,2,,3.50
SK0H033,1,,2,,6.00
SK0R1304,1,,2,,4.00
SK0R1799,3,,2,,6.00
SK0R5938,2,,2,,4.00
SK0R9002,1,,2,,6.00
SK0RA013,1,,2,,5.50
SK0W6153,1,,2,,5.00
SK0Y3601,3,,2,,5.00
SKBB3609,3,,2,,5.00
SKBB3735,7,,2,,5.50
SKBB3963,3,,2,,5.00
SKBB5938,1,,2,,4.00
SKBB7630,1,,2,,4.00
SKBBE281,2,,2,,7.00
SKDB1519,7,,2,,6.00
SKWA504,2,,2,,7.50
SS002166,2,,2,,6.50
SS003057,1,,2,,6.00
SS007179,2,,2,,8.00
SS0080050,3,,2,,7.00
SS0090018,1,,2,,8.00
SS009332,2,,2,,7.00
SS009514,1,,2,,9.50
SS009656,1,,2,,8.50
SS00S85,3,,2,,8.00
SS00TC387,3,,2,,8.00
SS00TC9999,5,,2,,8.50
SS0B7828,2,,2,,7.00
SS0C861,3,,2,,9.50
SS0P2065,4,,2,,6.50
SS0R90092,3,,2,,6.50
SS0W7828,2,,2,,7.00
SS0WS200,2,,2,,7.00
SS0Y5620,1,,2,,6.00
SSBB8444,1,,2,,9.00
SSBB90029,2,,2,,6.50
SSGG40114,2,,2,,7.00
SSPM110,2,,2,,18.50
SY000218,1,,2,,4.00
SY0004008,3,,2,,5.00
SY000888,1,,2,,7.50
SY001005,1,,2,,6.50
SY0010228,1,,2,,5.00
SY0010264,3,,2,,5.00
SY00162,3,,2,,4.00
SY001713,2,,2,,7.00
SY001787,7,,2,,8.00
SY001814,7,,2,,7.50
SY001846,3,,2,,7.50
SY00207,1,,2,,5.00
SY002242,1,,2,,6.50
SY002629,2,,2,,5.50
SY00265,1,,2,,8.50
SY002660,2,,2,,6.50
SY002800,2,,2,,5.50
SY003010,4,,2,,5.00
SY003265,3,,2,,5.50
SY003268,1,,2,,6.00
SY003353,2,,2,,5.00
SY003546,4,,2,,4.50
SY003554,1,,2,,6.50
SY003670,1,,2,,5.00
SY00383,8,,2,,5.50
SY00386,11,,2,,5.50
SY005789,1,,2,,5.00
SY00672,2,,2,,6.00
SY006823,1,,2,,3.25
SY007222,1,,2,,6.50
SY007639,1,,2,,4.00
SY007959,7,,2,,8.00
SY0080075,1,,2,,6.00
SY0080910,2,,2,,7.00
SY008099,1,,2,,7.50
SY008135,3,,2,,6.50
SY008295,3,,2,,6.50
SY008464,1,,2,,5.00
SY008553,8,,2,,6.00
SY008795,3,,2,,6.50
SY008873,3,,2,,6.00
SY008883,6,,2,,7.50
SY009020,4,,2,,5.50
SY009042,1,,2,,5.00
SY009069,2,,2,,3.50
SY009272,5,,2,,3.50
SY009588,2,,2,,5.00
SY009589,2,,2,,4.50
SY009630,1,,2,,5.00
SY00A008,5,,2,,3.00
SY00A087,1,,2,,7.00
SY00BM150,6,,2,,5.00
SY00BM321,4,,2,,6.50
SY00C3538,1,,2,,3.25
SY00H144,3,,2,,9.00
SY00JU208,2,,2,,3.00
SY00M057,1,,2,,7.00
SY081606,3,,2,,6.00
SY0B003,1,,2,,3.50
SY0B006,3,,2,,6.00
SY0B094,2,,2,,6.50
SY0B147,1,,2,,3.25
SY0B1704,2,,2,,7.50
SY0B201,1,,2,,5.50
SY0B2095,4,,2,,6.50
SY0B2770,3,,2,,6.00
SY0B2773,7,,2,,6.50
SY0B30227,5,,2,,3.00
SY0B3077,1,,2,,4.50
SY0B3081,1,,2,,6.50
SY0B3310,1,,2,,4.00
SY0B40019,1,,2,,3.00
SY0B5717,4,,2,,4.00
SY0B6209,2,,2,,7.00
SY0B6476,2,,2,,8.50
SY0B6602,2,,2,,6.50
SY0B7729,1,,2,,4.00
SY0B8345,2,,2,,5.00
SY0B8543,4,,2,,4.00
SY0B8648,2,,2,,7.00
SY0BA509,1,,2,,7.50
SY0BA9005,3,,2,,4.00
SY0BN112,2,,2,,6.00
SY0BV006,3,,2,,4.00
SY0C04012,2,,2,,5.00
SY0C2016,4,,2,,4.50
SY0C4014,1,,2,,4.00
SY0C5003,1,,2,,3.00
SY0C7407,3,,2,,8.00
SY0C8991,3,,2,,5.50
SY0C91061,1,,2,,4.00
SY0C9293,1,,2,,5.00
SY0CBM339,3,,2,,5.00
SY0G003,4,,2,,3.50
SY0G04009,5,,2,,5.00
SY0G10847,4,,2,,4.00
SY0G1141,4,,2,,8.50
SY0G2773,5,,2,,6.50
SY0G3915,4,,2,,6.50
SY0G6000,1,,2,,4.50
SY0G6001,2,,2,,4.00
SY0G8138,0,,2,,7.00
SY0G8563,6,,2,,8.00
SY0G90117,5,,2,,4.50
SY0G90752,2,,2,,4.00
SY0G9198,1,,2,,4.00
SY0GBM339,4,,2,,5.00
SY0GL007,1,,2,,6.00
SY0L2800,1,,2,,5.50
SY0MW005,3,,2,,7.50
SY0P003,1,,2,,3.50
SY0P10847,4,,2,,4.00
SY0P2095,2,,2,,6.50
SY0P2770,3,,2,,6.00
SY0P3062,4,,2,,6.50
SY0P385,1,,2,,5.50
SY0P3915,5,,2,,6.50
SY0P6476,5,,2,,8.50
SY0P6666,1,,2,,5.00
SY0P6690,2,,2,,3.25
SY0P7729,2,,2,,4.00
SY0P8247,3,,2,,3.50
SY0P8345,2,,2,,5.00
SY0PA9002,1,,2,,3.50
SY0PV006,3,,2,,4.00
SY0R04009,2,,2,,5.00
SY0R04010,3,,2,,6.50
SY0R04012,3,,2,,5.00
SY0R112,6,,2,,3.50
SY0R2770,7,,2,,6.00
SY0R80098,4,,2,,4.00
SY0R8494,3,,2,,6.00
SY0R8991,4,,2,,5.50
SY0R90117,4,,2,,4.50
SY0R90670,1,,2,,4.50
SY0R90739,3,,2,,7.50
SY0R91057,1,,2,,4.00
SY0R9452,4,,2,,5.00
SY0R9865,2,,2,,5.50
SY0W013A,6,,2,,5.00
SY0W04012,1,,2,,5.00
SY0W0662,3,,2,,5.50
SY0W120,1,,2,,4.00
SY0W122,4,,2,,6.50
SY0W168,3,,2,,4.00
SY0W1825,3,,2,,5.50
SY0W385,2,,2,,5.50
SY0W4017,4,,2,,7.50
SY0W5229,1,,2,,4.00
SY0W5304,2,,2,,3.50
SY0W6660,1,,2,,8.50
SY0W6666,1,,2,,5.00
SY0W80098,5,,2,,4.00
SY0W8138,1,,2,,7.00
SY0W8497,2,,2,,3.25
SY0W8648,1,,2,,7.00
SY0W8916,2,,2,,3.25
SY0W8994,1,,2,,4.50
SY0W90140,2,,2,,3.00
SY0W90752,1,,2,,4.00
SY0W91061,3,,2,,4.00
SY0WA9002,1,,2,,3.50
SY0WJ4202,3,,2,,2.50
SY0WN112,1,,2,,6.00
SY0WV006,3,,2,,4.00
SY0Y201,2,,2,,5.50
SY0Y5110,1,,2,,5.50
SY0YBM339,3,,2,,5.00
SYAJ017,5,,2,,4.00
SYBB0111,1,,2,,3.00
SYBB013A,1,,2,,5.00
SYBB04009,4,,2,,5.00
SYBB04011,4,,2,,5.50
SYBB10847,3,,2,,4.00
SYBB147,1,,2,,3.25
SYBB168,7,,2,,4.00
SYBB2036,1,,2,,3.50
SYBB3011,3,,2,,5.50
SYBB3062,7,,2,,6.50
SYBB3081,2,,2,,6.50
SYBB348,5,,2,,7.00
SYBB5488,1,,2,,4.00
SYBB5717,7,,2,,4.00
SYBB6001,4,,2,,4.00
SYBB6002,4,,2,,4.00
SYBB6209,2,,2,,7.00
SYBB6579,1,,2,,4.00
SYBB6690,2,,2,,3.25
SYBB80153,7,,2,,4.50
SYBB8103,1,,2,,6.50
SYBB8148,1,,2,,2.50
SYBB8201,3,,2,,4.00
SYBB8315,3,,2,,5.50
SYBB8397,1,,2,,3.00
SYBB8497,6,,2,,3.25
SYBB8906,1,,2,,3.00
SYBB8916,5,,2,,3.25
SYBB8917,1,,2,,3.25
SYBB8934,8,,2,,4.00
SYBB8994,5,,2,,4.50
SYBB90140,4,,2,,3.00
SYBB90645,1,,2,,4.00
SYBB90727,1,,2,,5.00
SYBB90892,3,,2,,4.00
SYBB91057,3,,2,,4.00
SYBB91061,5,,2,,4.00
SYBB91152,5,,2,,5.00
SYBB9198,4,,2,,4.00
SYBB9507,1,,2,,3.00
SYBBAJ030,1,,2,,5.00
SYBBBM339,4,,2,,5.00
SYBBJU202,1,,2,,2.50
SYBBV006,1,,2,,4.00
SYBM321,2,,2,,6.50
SYBR6209,5,,2,,7.00
SYBX054,1,,2,,2.50
SYDB3525,1,,2,,8.50
SYDB6602,2,,2,,6.50
SYGG3915,4,,2,,6.50
SYGG6852,2,,2,,7.00
SYGG8345,1,,2,,5.00
SYLE0001,3,,2,,5.00
SYM01001,1,,2,,8.00
SYPP2095,4,,2,,6.50
SYPP6852,4,,2,,7.00
SYVBX026,8,,2,,2.50
SYVX005,5,,2,,2.50
SYVX008,3,,2,,2.50
TD000023,1,,2,,8.50
TD000033,2,,2,,8.00
TD000038,4,,2,,13.50
TD000122,1,,2,,8.50
TD000128,1,,2,,6.50
TY000024,1,,2,,5.50
