Company,Name,Email,Phone,Address,City,State,Postal Code,Country,Customer Group ID,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
CUS/00075,CUS/00075,,,,,,,,,,,,,,,
CUS/00076,CUS/00076,,,,,,,,,,,,,,,
CUS/00077,CUS/00077,,,,,,,,,,,,,,,
CUS/00078,CUS/00078,,,,,,,,,,,,,,,
CUS/00079,CUS/00079,,,,,,,,,,,,,,,
CUS/00080,CUS/00080,,,,,,,,,,,,,,,
CUS/00081,CUS/00081,,,,,,,,,,,,,,,
CUS/00082,CUS/00082,,,,,,,,,,,,,,,
CUS/00083,CUS/00083,,,,,,,,,,,,,,,
CUS/00084,CUS/00084,,,,,,,,,,,,,,,
CUS/00085,CUS/00085,,,,,,,,,,,,,,,
CUS/00086,CUS/00086,,,,,,,,,,,,,,,
CUS/00087,CUS/00087,,,,,,,,,,,,,,,
CUS/00088,CUS/00088,,,,,,,,,,,,,,,
CUS/00089,CUS/00089,,,,,,,,,,,,,,,
CUS/00090,CUS/00090,,,,,,,,,,,,,,,
CUS/00091,CUS/00091,,,,,,,,,,,,,,,
CUS/00092,CUS/00092,,,,,,,,,,,,,,,
CUS/00093,CUS/00093,,,,,,,,,,,,,,,
CUS/00094,CUS/00094,,,,,,,,,,,,,,,
CUS/00095,CUS/00095,,,,,,,,,,,,,,,
CUS/00096,CUS/00096,,,,,,,,,,,,,,,
CUS/00097,CUS/00097,,,,,,,,,,,,,,,
CUS/00098,CUS/00098,,,,,,,,,,,,,,,
CUS/00099,CUS/00099,,,,,,,,,,,,,,,
CUS/00100,CUS/00100,,,,,,,,,,,,,,,
CUS/00101,CUS/00101,,,,,,,,,,,,,,,
CUS/00102,CUS/00102,,,,,,,,,,,,,,,
CUS/00103,CUS/00103,,,,,,,,,,,,,,,
CUS/00104,CUS/00104,,,,,,,,,,,,,,,
CUS/00105,CUS/00105,,,,,,,,,,,,,,,
CUS/00106,CUS/00106,,,,,,,,,,,,,,,
CUS/00107,CUS/00107,,,,,,,,,,,,,,,
CUS/00108,CUS/00108,,,,,,,,,,,,,,,
CUS/00109,CUS/00109,,,,,,,,,,,,,,,
CUS/00110,CUS/00110,,,,,,,,,,,,,,,
CUS/00111,CUS/00111,,,,,,,,,,,,,,,
CUS/00112,CUS/00112,,,,,,,,,,,,,,,
CUS/00113,CUS/00113,,,,,,,,,,,,,,,
CUS/00114,CUS/00114,,,,,,,,,,,,,,,
CUS/00115,CUS/00115,,,,,,,,,,,,,,,
CUS/00116,CUS/00116,,,,,,,,,,,,,,,
CUS/00117,CUS/00117,,,,,,,,,,,,,,,
CUS/00118,CUS/00118,,,,,,,,,,,,,,,
CUS/00119,CUS/00119,,,,,,,,,,,,,,,
CUS/00120,CUS/00120,,,,,,,,,,,,,,,
CUS/00121,CUS/00121,,,,,,,,,,,,,,,
CUS/00122,CUS/00122,,,,,,,,,,,,,,,
CUS/00123,CUS/00123,,,,,,,,,,,,,,,
CUS/00124,CUS/00124,,,,,,,,,,,,,,,
CUS/00125,CUS/00125,,,,,,,,,,,,,,,
CUS/00126,CUS/00126,,,,,,,,,,,,,,,
CUS/00127,CUS/00127,,,,,,,,,,,,,,,
CUS/00128,CUS/00128,,,,,,,,,,,,,,,
CUS/00129,CUS/00129,,,,,,,,,,,,,,,
CUS/00130,CUS/00130,,,,,,,,,,,,,,,
CUS/00131,CUS/00131,,,,,,,,,,,,,,,
CUS/00132,CUS/00132,,,,,,,,,,,,,,,
CUS/00133,CUS/00133,,,,,,,,,,,,,,,
CUS/00134,CUS/00134,,,,,,,,,,,,,,,
CUS/00135,CUS/00135,,,,,,,,,,,,,,,
CUS/00136,CUS/00136,,,,,,,,,,,,,,,
CUS/00137,CUS/00137,,,,,,,,,,,,,,,
CUS/00138,CUS/00138,,,,,,,,,,,,,,,
CUS/00139,CUS/00139,,,,,,,,,,,,,,,
CUS/00140,CUS/00140,,,,,,,,,,,,,,,
CUS/00141,CUS/00141,,,,,,,,,,,,,,,
CUS/00142,CUS/00142,,,,,,,,,,,,,,,
CUS/00143,CUS/00143,,,,,,,,,,,,,,,
CUS/00144,CUS/00144,,,,,,,,,,,,,,,
CUS/00145,CUS/00145,,,,,,,,,,,,,,,
CUS/00146,CUS/00146,,,,,,,,,,,,,,,
CUS/00147,CUS/00147,,,,,,,,,,,,,,,
CUS/00148,CUS/00148,,,,,,,,,,,,,,,
CUS/00149,CUS/00149,,,,,,,,,,,,,,,
CUS/00150,CUS/00150,,,,,,,,,,,,,,,
CUS/00151,CUS/00151,,,,,,,,,,,,,,,
CUS/00152,CUS/00152,,,,,,,,,,,,,,,
CUS/00153,CUS/00153,,,,,,,,,,,,,,,
CUS/00154,CUS/00154,,,,,,,,,,,,,,,
CUS/00155,CUS/00155,,,,,,,,,,,,,,,
CUS/00156,CUS/00156,,,,,,,,,,,,,,,
CUS/00157,CUS/00157,,,,,,,,,,,,,,,
CUS/00158,CUS/00158,,,,,,,,,,,,,,,
CUS/00159,CUS/00159,,,,,,,,,,,,,,,
CUS/00160,CUS/00160,,,,,,,,,,,,,,,
CUS/00161,CUS/00161,,,,,,,,,,,,,,,
CUS/00162,CUS/00162,,,,,,,,,,,,,,,
CUS/00163,CUS/00163,,,,,,,,,,,,,,,
CUS/00164,CUS/00164,,,,,,,,,,,,,,,
CUS/00165,CUS/00165,,,,,,,,,,,,,,,
CUS/00166,CUS/00166,,,,,,,,,,,,,,,
CUS/00167,CUS/00167,,,,,,,,,,,,,,,
CUS/00168,CUS/00168,,,,,,,,,,,,,,,
CUS/00169,CUS/00169,,,,,,,,,,,,,,,
CUS/00170,CUS/00170,,,,,,,,,,,,,,,
CUS/00171,CUS/00171,,,,,,,,,,,,,,,
CUS/00172,CUS/00172,,,,,,,,,,,,,,,
CUS/00173,CUS/00173,,,,,,,,,,,,,,,
CUS/00174,CUS/00174,,,,,,,,,,,,,,,
CUS/00175,CUS/00175,,,,,,,,,,,,,,,
CUS/00176,CUS/00176,,,,,,,,,,,,,,,
CUS/00177,CUS/00177,,,,,,,,,,,,,,,
CUS/00178,CUS/00178,,,,,,,,,,,,,,,
CUS/00179,CUS/00179,,,,,,,,,,,,,,,
CUS/00180,CUS/00180,,,,,,,,,,,,,,,
CUS/00181,CUS/00181,,,,,,,,,,,,,,,
CUS/00182,CUS/00182,,,,,,,,,,,,,,,
CUS/00183,CUS/00183,,,,,,,,,,,,,,,
CUS/00184,CUS/00184,,,,,,,,,,,,,,,
CUS/00185,CUS/00185,,,,,,,,,,,,,,,
CUS/00186,CUS/00186,,,,,,,,,,,,,,,
CUS/00187,CUS/00187,,,,,,,,,,,,,,,
CUS/00188,CUS/00188,,,,,,,,,,,,,,,
CUS/00189,CUS/00189,,,,,,,,,,,,,,,
CUS/00190,CUS/00190,,,,,,,,,,,,,,,
CUS/00191,CUS/00191,,,,,,,,,,,,,,,
CUS/00192,CUS/00192,,,,,,,,,,,,,,,
CUS/00193,CUS/00193,,,,,,,,,,,,,,,
CUS/00194,CUS/00194,,,,,,,,,,,,,,,
CUS/00195,CUS/00195,,,,,,,,,,,,,,,
CUS/00196,CUS/00196,,,,,,,,,,,,,,,
CUS/00197,CUS/00197,,,,,,,,,,,,,,,
CUS/00198,CUS/00198,,,,,,,,,,,,,,,
CUS/00199,CUS/00199,,,,,,,,,,,,,,,
CUS/00200,CUS/00200,,,,,,,,,,,,,,,
CUS/00201,CUS/00201,,,,,,,,,,,,,,,
CUS/00202,CUS/00202,,,,,,,,,,,,,,,
CUS/00203,CUS/00203,,,,,,,,,,,,,,,
CUS/00204,CUS/00204,,,,,,,,,,,,,,,
CUS/00205,CUS/00205,,,,,,,,,,,,,,,
CUS/00206,CUS/00206,,,,,,,,,,,,,,,
CUS/00207,CUS/00207,,,,,,,,,,,,,,,
CUS/00208,CUS/00208,,,,,,,,,,,,,,,
CUS/00209,CUS/00209,,,,,,,,,,,,,,,
CUS/00210,CUS/00210,,,,,,,,,,,,,,,
CUS/00211,CUS/00211,,,,,,,,,,,,,,,
CUS/00212,CUS/00212,,,,,,,,,,,,,,,
CUS/00213,CUS/00213,,,,,,,,,,,,,,,
CUS/00214,CUS/00214,,,,,,,,,,,,,,,
CUS/00215,CUS/00215,,,,,,,,,,,,,,,
CUS/00216,CUS/00216,,,,,,,,,,,,,,,
CUS/00217,CUS/00217,,,,,,,,,,,,,,,
CUS/00218,CUS/00218,,,,,,,,,,,,,,,
CUS/00219,CUS/00219,,,,,,,,,,,,,,,
CUS/00220,CUS/00220,,,,,,,,,,,,,,,
CUS/00221,CUS/00221,,,,,,,,,,,,,,,
CUS/00222,CUS/00222,,,,,,,,,,,,,,,
CUS/00223,CUS/00223,,,,,,,,,,,,,,,
CUS/00224,CUS/00224,,,,,,,,,,,,,,,
CUS/00225,CUS/00225,,,,,,,,,,,,,,,
CUS/00226,CUS/00226,,,,,,,,,,,,,,,
CUS/00227,CUS/00227,,,,,,,,,,,,,,,
CUS/00228,CUS/00228,,,,,,,,,,,,,,,
CUS/00229,CUS/00229,,,,,,,,,,,,,,,
CUS/00230,CUS/00230,,,,,,,,,,,,,,,
CUS/00231,CUS/00231,,,,,,,,,,,,,,,
CUS/00232,CUS/00232,,,,,,,,,,,,,,,
CUS/00233,CUS/00233,,,,,,,,,,,,,,,
CUS/00234,CUS/00234,,,,,,,,,,,,,,,
CUS/00235,CUS/00235,,,,,,,,,,,,,,,
CUS/00236,CUS/00236,,,,,,,,,,,,,,,
CUS/00237,CUS/00237,,,,,,,,,,,,,,,
CUS/00238,CUS/00238,,,,,,,,,,,,,,,
CUS/00239,CUS/00239,,,,,,,,,,,,,,,
CUS/00240,CUS/00240,,,,,,,,,,,,,,,
CUS/00241,CUS/00241,,,,,,,,,,,,,,,
CUS/00242,CUS/00242,,,,,,,,,,,,,,,
CUS/00243,CUS/00243,,,,,,,,,,,,,,,
CUS/00244,CUS/00244,,,,,,,,,,,,,,,
CUS/00245,CUS/00245,,,,,,,,,,,,,,,
CUS/00246,CUS/00246,,,,,,,,,,,,,,,
CUS/00247,CUS/00247,,,,,,,,,,,,,,,
CUS/00248,CUS/00248,,,,,,,,,,,,,,,
CUS/00249,CUS/00249,,,,,,,,,,,,,,,
CUS/00250,CUS/00250,,,,,,,,,,,,,,,
CUS/00251,CUS/00251,,,,,,,,,,,,,,,
CUS/00252,CUS/00252,,,,,,,,,,,,,,,
CUS/00253,CUS/00253,,,,,,,,,,,,,,,
CUS/00254,CUS/00254,,,,,,,,,,,,,,,
CUS/00255,CUS/00255,,,,,,,,,,,,,,,
CUS/00256,CUS/00256,,,,,,,,,,,,,,,
CUS/00257,CUS/00257,,,,,,,,,,,,,,,
CUS/00258,CUS/00258,,,,,,,,,,,,,,,
CUS/00259,CUS/00259,,,,,,,,,,,,,,,
CUS/00260,CUS/00260,,,,,,,,,,,,,,,
CUS/00261,CUS/00261,,,,,,,,,,,,,,,
CUS/00262,CUS/00262,,,,,,,,,,,,,,,
CUS/00263,CUS/00263,,,,,,,,,,,,,,,
CUS/00264,CUS/00264,,,,,,,,,,,,,,,
CUS/00265,CUS/00265,,,,,,,,,,,,,,,
CUS/00266,CUS/00266,,,,,,,,,,,,,,,
CUS/00267,CUS/00267,,,,,,,,,,,,,,,
CUS/00268,CUS/00268,,,,,,,,,,,,,,,
CUS/00269,CUS/00269,,,,,,,,,,,,,,,
CUS/00270,CUS/00270,,,,,,,,,,,,,,,
CUS/00271,CUS/00271,,,,,,,,,,,,,,,
CUS/00272,CUS/00272,,,,,,,,,,,,,,,
CUS/00273,CUS/00273,,,,,,,,,,,,,,,
CUS/00274,CUS/00274,,,,,,,,,,,,,,,
CUS/00275,CUS/00275,,,,,,,,,,,,,,,
CUS/00276,CUS/00276,,,,,,,,,,,,,,,
CUS/00277,CUS/00277,,,,,,,,,,,,,,,
CUS/00278,CUS/00278,,,,,,,,,,,,,,,
CUS/00279,CUS/00279,,,,,,,,,,,,,,,
CUS/00280,CUS/00280,,,,,,,,,,,,,,,
CUS/00281,CUS/00281,,,,,,,,,,,,,,,
CUS/00282,CUS/00282,,,,,,,,,,,,,,,
CUS/00283,CUS/00283,,,,,,,,,,,,,,,
CUS/00284,CUS/00284,,,,,,,,,,,,,,,
CUS/00285,CUS/00285,,,,,,,,,,,,,,,
CUS/00286,CUS/00286,,,,,,,,,,,,,,,
CUS/00287,CUS/00287,,,,,,,,,,,,,,,
CUS/00288,CUS/00288,,,,,,,,,,,,,,,
CUS/00289,CUS/00289,,,,,,,,,,,,,,,
CUS/00290,CUS/00290,,,,,,,,,,,,,,,
CUS/00291,CUS/00291,,,,,,,,,,,,,,,
CUS/00292,CUS/00292,,,,,,,,,,,,,,,
CUS/00293,CUS/00293,,,,,,,,,,,,,,,
CUS/00294,CUS/00294,,,,,,,,,,,,,,,
CUS/00295,CUS/00295,,,,,,,,,,,,,,,
CUS/00296,CUS/00296,,,,,,,,,,,,,,,
CUS/00297,CUS/00297,,,,,,,,,,,,,,,
CUS/00298,CUS/00298,,,,,,,,,,,,,,,
CUS/00299,CUS/00299,,,,,,,,,,,,,,,
CUS/00300,CUS/00300,,,,,,,,,,,,,,,
CUS/00301,CUS/00301,,,,,,,,,,,,,,,
CUS/00302,CUS/00302,,,,,,,,,,,,,,,
CUS/00303,CUS/00303,,,,,,,,,,,,,,,
CUS/00304,CUS/00304,,,,,,,,,,,,,,,
CUS/00305,CUS/00305,,,,,,,,,,,,,,,
CUS/00306,CUS/00306,,,,,,,,,,,,,,,
CUS/00307,CUS/00307,,,,,,,,,,,,,,,
CUS/00308,CUS/00308,,,,,,,,,,,,,,,
CUS/00309,CUS/00309,,,,,,,,,,,,,,,
CUS/00310,CUS/00310,,,,,,,,,,,,,,,
CUS/00311,CUS/00311,,,,,,,,,,,,,,,
CUS/00312,CUS/00312,,,,,,,,,,,,,,,
CUS/00313,CUS/00313,,,,,,,,,,,,,,,
CUS/00314,CUS/00314,,,,,,,,,,,,,,,
CUS/00315,CUS/00315,,,,,,,,,,,,,,,
CUS/00316,CUS/00316,,,,,,,,,,,,,,,
CUS/00317,CUS/00317,,,,,,,,,,,,,,,
CUS/00318,CUS/00318,,,,,,,,,,,,,,,
CUS/00319,CUS/00319,,,,,,,,,,,,,,,
CUS/00320,CUS/00320,,,,,,,,,,,,,,,
CUS/00321,CUS/00321,,,,,,,,,,,,,,,
CUS/00322,CUS/00322,,,,,,,,,,,,,,,
CUS/00323,CUS/00323,,,,,,,,,,,,,,,
CUS/00324,CUS/00324,,,,,,,,,,,,,,,
CUS/00325,CUS/00325,,,,,,,,,,,,,,,
CUS/00326,CUS/00326,,,,,,,,,,,,,,,
CUS/00327,CUS/00327,,,,,,,,,,,,,,,
CUS/00328,CUS/00328,,,,,,,,,,,,,,,
CUS/00329,CUS/00329,,,,,,,,,,,,,,,
CUS/00330,CUS/00330,,,,,,,,,,,,,,,
CUS/00331,CUS/00331,,,,,,,,,,,,,,,
CUS/00332,CUS/00332,,,,,,,,,,,,,,,
CUS/00333,CUS/00333,,,,,,,,,,,,,,,
CUS/00334,CUS/00334,,,,,,,,,,,,,,,
CUS/00335,CUS/00335,,,,,,,,,,,,,,,
CUS/00336,CUS/00336,,,,,,,,,,,,,,,
CUS/00337,CUS/00337,,,,,,,,,,,,,,,
CUS/00338,CUS/00338,,,,,,,,,,,,,,,
CUS/00339,CUS/00339,,,,,,,,,,,,,,,
CUS/00340,CUS/00340,,,,,,,,,,,,,,,
CUS/00341,CUS/00341,,,,,,,,,,,,,,,
CUS/00342,CUS/00342,,,,,,,,,,,,,,,
CUS/00343,CUS/00343,,,,,,,,,,,,,,,
CUS/00344,CUS/00344,,,,,,,,,,,,,,,
CUS/00345,CUS/00345,,,,,,,,,,,,,,,
CUS/00346,CUS/00346,,,,,,,,,,,,,,,
CUS/00347,CUS/00347,,,,,,,,,,,,,,,
CUS/00348,CUS/00348,,,,,,,,,,,,,,,
CUS/00349,CUS/00349,,,,,,,,,,,,,,,
CUS/00350,CUS/00350,,,,,,,,,,,,,,,
CUS/00351,CUS/00351,,,,,,,,,,,,,,,
CUS/00352,CUS/00352,,,,,,,,,,,,,,,
CUS/00353,CUS/00353,,,,,,,,,,,,,,,
CUS/00354,CUS/00354,,,,,,,,,,,,,,,
CUS/00355,CUS/00355,,,,,,,,,,,,,,,
CUS/00356,CUS/00356,,,,,,,,,,,,,,,
CUS/00357,CUS/00357,,,,,,,,,,,,,,,
CUS/00358,CUS/00358,,,,,,,,,,,,,,,
CUS/00359,CUS/00359,,,,,,,,,,,,,,,
CUS/00360,CUS/00360,,,,,,,,,,,,,,,
CUS/00361,CUS/00361,,,,,,,,,,,,,,,
CUS/00362,CUS/00362,,,,,,,,,,,,,,,
CUS/00363,CUS/00363,,,,,,,,,,,,,,,
CUS/00364,CUS/00364,,,,,,,,,,,,,,,
CUS/00365,CUS/00365,,,,,,,,,,,,,,,
CUS/00366,CUS/00366,,,,,,,,,,,,,,,
CUS/00367,CUS/00367,,,,,,,,,,,,,,,
CUS/00368,CUS/00368,,,,,,,,,,,,,,,
CUS/00369,CUS/00369,,,,,,,,,,,,,,,
CUS/00370,CUS/00370,,,,,,,,,,,,,,,
CUS/00371,CUS/00371,,,,,,,,,,,,,,,
CUS/00372,CUS/00372,,,,,,,,,,,,,,,
CUS/00373,CUS/00373,,,,,,,,,,,,,,,
CUS/00374,CUS/00374,,,,,,,,,,,,,,,
CUS/00375,CUS/00375,,,,,,,,,,,,,,,
CUS/00376,CUS/00376,,,,,,,,,,,,,,,
CUS/00377,CUS/00377,,,,,,,,,,,,,,,
CUS/00378,CUS/00378,,,,,,,,,,,,,,,
CUS/00379,CUS/00379,,,,,,,,,,,,,,,
CUS/00380,CUS/00380,,,,,,,,,,,,,,,
CUS/00381,CUS/00381,,,,,,,,,,,,,,,
CUS/00382,CUS/00382,,,,,,,,,,,,,,,
CUS/00383,CUS/00383,,,,,,,,,,,,,,,
CUS/00384,CUS/00384,,,,,,,,,,,,,,,
CUS/00385,CUS/00385,,,,,,,,,,,,,,,
CUS/00386,CUS/00386,,,,,,,,,,,,,,,
CUS/00387,CUS/00387,,,,,,,,,,,,,,,
CUS/00388,CUS/00388,,,,,,,,,,,,,,,
CUS/00389,CUS/00389,,,,,,,,,,,,,,,
CUS/00390,CUS/00390,,,,,,,,,,,,,,,
CUS/00391,CUS/00391,,,,,,,,,,,,,,,
CUS/00392,CUS/00392,,,,,,,,,,,,,,,
CUS/00393,CUS/00393,,,,,,,,,,,,,,,
CUS/00394,CUS/00394,,,,,,,,,,,,,,,
CUS/00395,CUS/00395,,,,,,,,,,,,,,,
CUS/00396,CUS/00396,,,,,,,,,,,,,,,
CUS/00397,CUS/00397,,,,,,,,,,,,,,,
CUS/00398,CUS/00398,,,,,,,,,,,,,,,
CUS/00399,CUS/00399,,,,,,,,,,,,,,,
CUS/00400,CUS/00400,,,,,,,,,,,,,,,
CUS/00401,CUS/00401,,,,,,,,,,,,,,,
CUS/00402,CUS/00402,,,,,,,,,,,,,,,
CUS/00403,CUS/00403,,,,,,,,,,,,,,,
CUS/00404,CUS/00404,,,,,,,,,,,,,,,
CUS/00405,CUS/00405,,,,,,,,,,,,,,,
CUS/00406,CUS/00406,,,,,,,,,,,,,,,
CUS/00407,CUS/00407,,,,,,,,,,,,,,,
CUS/00408,CUS/00408,,,,,,,,,,,,,,,
CUS/00409,CUS/00409,,,,,,,,,,,,,,,
CUS/00410,CUS/00410,,,,,,,,,,,,,,,
CUS/00411,CUS/00411,,,,,,,,,,,,,,,
CUS/00412,CUS/00412,,,,,,,,,,,,,,,
CUS/00413,CUS/00413,,,,,,,,,,,,,,,
CUS/00414,CUS/00414,,,,,,,,,,,,,,,
CUS/00415,CUS/00415,,,,,,,,,,,,,,,
CUS/00416,CUS/00416,,,,,,,,,,,,,,,
CUS/00417,CUS/00417,,,,,,,,,,,,,,,
CUS/00418,CUS/00418,,,,,,,,,,,,,,,
CUS/00419,CUS/00419,,,,,,,,,,,,,,,
CUS/00420,CUS/00420,,,,,,,,,,,,,,,
CUS/00421,CUS/00421,,,,,,,,,,,,,,,
CUS/00422,CUS/00422,,,,,,,,,,,,,,,
CUS/00423,CUS/00423,,,,,,,,,,,,,,,
CUS/00424,CUS/00424,,,,,,,,,,,,,,,
CUS/00425,CUS/00425,,,,,,,,,,,,,,,
CUS/00426,CUS/00426,,,,,,,,,,,,,,,
CUS/00427,CUS/00427,,,,,,,,,,,,,,,
CUS/00428,CUS/00428,,,,,,,,,,,,,,,
CUS/00429,CUS/00429,,,,,,,,,,,,,,,
CUS/00430,CUS/00430,,,,,,,,,,,,,,,
CUS/00431,CUS/00431,,,,,,,,,,,,,,,
CUS/00432,CUS/00432,,,,,,,,,,,,,,,
CUS/00433,CUS/00433,,,,,,,,,,,,,,,
CUS/00434,CUS/00434,,,,,,,,,,,,,,,
CUS/00435,CUS/00435,,,,,,,,,,,,,,,
CUS/00436,CUS/00436,,,,,,,,,,,,,,,
CUS/00437,CUS/00437,,,,,,,,,,,,,,,
CUS/00438,CUS/00438,,,,,,,,,,,,,,,
CUS/00439,CUS/00439,,,,,,,,,,,,,,,
CUS/00440,CUS/00440,,,,,,,,,,,,,,,
CUS/00441,CUS/00441,,,,,,,,,,,,,,,
CUS/00442,CUS/00442,,,,,,,,,,,,,,,
CUS/00443,CUS/00443,,,,,,,,,,,,,,,
CUS/00444,CUS/00444,,,,,,,,,,,,,,,
CUS/00445,CUS/00445,,,,,,,,,,,,,,,
CUS/00446,CUS/00446,,,,,,,,,,,,,,,
CUS/00447,CUS/00447,,,,,,,,,,,,,,,
CUS/00448,CUS/00448,,,,,,,,,,,,,,,
CUS/00449,CUS/00449,,,,,,,,,,,,,,,
CUS/00450,CUS/00450,,,,,,,,,,,,,,,
CUS/00451,CUS/00451,,,,,,,,,,,,,,,
CUS/00452,CUS/00452,,,,,,,,,,,,,,,
CUS/00453,CUS/00453,,,,,,,,,,,,,,,
CUS/00454,CUS/00454,,,,,,,,,,,,,,,
CUS/00455,CUS/00455,,,,,,,,,,,,,,,
CUS/00456,CUS/00456,,,,,,,,,,,,,,,
CUS/00457,CUS/00457,,,,,,,,,,,,,,,
CUS/00458,CUS/00458,,,,,,,,,,,,,,,
CUS/00459,CUS/00459,,,,,,,,,,,,,,,
CUS/00460,CUS/00460,,,,,,,,,,,,,,,
CUS/00461,CUS/00461,,,,,,,,,,,,,,,
CUS/00462,CUS/00462,,,,,,,,,,,,,,,
CUS/00463,CUS/00463,,,,,,,,,,,,,,,
CUS/00464,CUS/00464,,,,,,,,,,,,,,,
CUS/00465,CUS/00465,,,,,,,,,,,,,,,
CUS/00466,CUS/00466,,,,,,,,,,,,,,,
CUS/00467,CUS/00467,,,,,,,,,,,,,,,
CUS/00468,CUS/00468,,,,,,,,,,,,,,,
CUS/00469,CUS/00469,,,,,,,,,,,,,,,
CUS/00470,CUS/00470,,,,,,,,,,,,,,,
CUS/00471,CUS/00471,,,,,,,,,,,,,,,
CUS/00472,CUS/00472,,,,,,,,,,,,,,,
CUS/00473,CUS/00473,,,,,,,,,,,,,,,
CUS/00474,CUS/00474,,,,,,,,,,,,,,,
CUS/00475,CUS/00475,,,,,,,,,,,,,,,
CUS/00476,CUS/00476,,,,,,,,,,,,,,,
CUS/00477,CUS/00477,,,,,,,,,,,,,,,
